p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.beta1,RMSE.beta2,RMSE.gamma1,RMSE.gamma2,RMSE.gamma3,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.beta1,BIAS.beta2,BIAS.gamma1,BIAS.gamma2,BIAS.gamma3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.beta1,SE BIAS.beta2,SE BIAS.gamma1,SE BIAS.gamma2,SE BIAS.gamma3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
3,2,100,24,11,Norm,gammaN.model,1,0.93,0.112650243,0.298753793,0.048410011,0.037,0.043,0.035,0.022151093,0.030390694,0.191800315,0.104856138,0.357002277,0.159776361,0.144743653,0.568531688,0.371768445,0.905245516,0.203774218,0.40067315,0.423085756,0.000295071,0.001009019,0.008694181,0.010569568,-0.002281772,0.004871874,0.005785563,-0.011785917,-0.034553881,-0.036422816,-0.033783509,-0.013128676,-0.028950235,-0.025735464,-0.008568059,-0.08054325,-0.062232151,-0.067813196,-0.059609166,-0.047194213,-0.054784605,-0.038417362,-0.028491823,-0.050368549,-0.040331601,-0.065240701
3,2,100,24,11,Norm,gammaN.s,1,1,0.105677754,0.302574278,0.019595562,0.02,0.024,0.018,0.022149482,0.030409769,0.20158586,0.109764498,0.360313793,0.163540807,0.145887532,0.56487284,0.377831564,0.884565424,0.227216132,0.418319151,0.427008758,0.000284809,0.000985768,0.009000462,0.012964058,-0.003565221,0.004479923,0.006911496,-0.051835142,-0.077893934,-0.063653768,-0.080605733,-0.074201773,-0.071693665,-0.016460618,0.001266335,-0.054892606,-0.025921988,-0.003198324,-0.012834904,0.018061705,0.00861714,0.021262039,0.039162921,-0.032863913,0.013517363,-0.006682453
3,2,100,24,11,Norm,ridgeI,1,0.83,0.541963254,0.319101492,0.123141256,0.974,0.081,0.075,0.023324218,0.031396038,0.207895787,0.114519604,0.374957915,0.175973049,0.157841433,0.596895391,0.400738631,0.959000682,0.231625603,0.432685198,0.441465847,0.000562255,0.000932961,-0.005566246,0.004067148,0.010043947,0.017719141,0.017466002,-0.046841281,-0.071950232,-0.064991777,-0.075289936,-0.059316051,-0.059429828,-0.1145449,-0.071748997,-0.16162031,-0.147706809,-0.138089623,-0.15596246,-0.123197819,-0.119932765,-0.103963964,-0.086031202,-0.145696157,-0.11382607,-0.118515254
3,2,100,24,11,Norm,ridgeD,1,0.01,0.116257056,0.324975099,0.147074288,0.06,0.095,0.093,0.023787898,0.03162111,0.210661847,0.117432037,0.384479097,0.176731611,0.158681489,0.609044755,0.407437991,0.961063431,0.238746357,0.452950152,0.452038517,0.000482045,0.001162385,0.008078803,0.013374737,-0.004378892,0.003568391,0.006294267,-0.047401675,-0.071767358,-0.06251737,-0.081287508,-0.072299903,-0.070388006,-0.138519858,-0.093636294,-0.183387277,-0.18083549,-0.153700382,-0.164090906,-0.144555665,-0.147901023,-0.13479758,-0.110238304,-0.168331812,-0.149876747,-0.142094413
3,2,100,24,11,Norm,gls.model,1,1,0.1113034,0.298935999,0.028429865,0.034,0.039,0.027,0.022114559,0.030438208,0.191824092,0.104685229,0.356971185,0.159633543,0.144732231,0.569501562,0.371923165,0.908175938,0.202920535,0.399651127,0.423596614,0.000282526,0.000999438,0.00871389,0.010308665,-0.002136001,0.005007349,0.005884161,-0.00871851,-0.031194951,-0.034325443,-0.030151657,-0.008200254,-0.025670962,-0.01641209,-0.001547837,-0.059020508,-0.035957022,-0.04683231,-0.040578929,-0.026858566,-0.035240245,-0.018537542,-0.007276951,-0.021867479,-0.013462654,-0.045996111
3,2,100,24,11,Norm,gls.s,1,1,0.105677754,0.302574278,0.019595562,0.02,0.024,0.018,0.022149482,0.030409769,0.20158586,0.109764498,0.360313793,0.163540807,0.145887532,0.56487284,0.377831564,0.884565424,0.227216132,0.418319151,0.427008758,0.000284809,0.000985768,0.009000462,0.012964058,-0.003565221,0.004479923,0.006911496,-0.051835142,-0.077893934,-0.063653768,-0.080605733,-0.074201773,-0.071693665,-0.016460618,0.001266335,-0.054892606,-0.025921988,-0.003198324,-0.012834904,0.018061705,0.00861714,0.021262039,0.039162921,-0.032863913,0.013517363,-0.006682453
3,2,100,24,11,Norm,ls,0.941,1,19.77154501,1.43508638,0.869775217,1,0.149840595,0.059511158,0.022878965,0.036248067,0.193052673,0.113976013,2.564187367,2.265592334,1.656620067,0.959987664,2.69520803,6.717368904,0.232967862,0.553816557,0.644218441,-2.21E-06,0.001643963,0.006578263,0.013424707,0.805567906,0.692344068,0.623043471,-0.085446967,-0.325351613,-0.583083204,-0.049827952,-0.042157536,-0.094030223,-0.6729987,-0.459431689,-0.859893231,-0.765521203,-0.969835671,-0.960125374,-0.949230739,-0.968284863,-0.959719627,-0.949936343,-0.944294084,-0.924791064,-0.923015231
3,2,100,24,11,Norm,wls,1,0,0.127486327,0.328500719,0.162162357,0.105,0.105,0.105,0.024038921,0.031960359,0.214058197,0.119243016,0.393950932,0.180164881,0.162807995,0.615226742,0.416704435,0.954744887,0.241345886,0.457260448,0.459002649,0.000517723,0.001265506,0.009450607,0.014300195,-0.00621542,0.002629453,0.00562638,-0.051861455,-0.082571078,-0.06285828,-0.082459959,-0.073692089,-0.074746977,-0.147852192,-0.10401342,-0.19409088,-0.191634713,-0.169793137,-0.182132813,-0.169033181,-0.16061526,-0.156529363,-0.129639564,-0.179528806,-0.164429086,-0.158818228
3,2,100,24,11,Norm,fites,1,NA,0.193643391,0.299224163,0.048456716,0.05,0.054,0.04,0.022114283,0.030438786,0.191817193,0.104689649,0.356936141,0.15968559,0.144727351,0.568985475,0.369848085,0.9070692,0.204339067,0.399662246,0.429601056,0.000282969,0.000999093,0.008711075,0.010314304,-0.002132783,0.004980634,0.005923764,0.002421221,-0.020965095,-0.023072474,-0.032345541,-0.002499004,-0.031215405,-0.021122789,-0.007218814,-0.076873062,-0.057349166,-0.066118991,-0.05643743,-0.045414974,-0.061948055,-0.041895417,-0.03668257,-0.047793361,-0.041360265,-0.069722412
3,2,100,24,11,Norm,fiteu,1,NA,0.193643391,0.299224163,0.059756493,0.05,0.061,0.043,0.022114283,0.030438786,0.191817193,0.104689649,0.356936141,0.15968559,0.144727351,0.568985475,0.369848085,0.9070692,0.204339067,0.399662246,0.429601056,0.000282969,0.000999093,0.008711075,0.010314304,-0.002132783,0.004980634,0.005923764,0.002421221,-0.020965095,-0.023072474,-0.032345541,-0.002499004,-0.031215405,-0.021353905,-0.007479223,-0.100646435,-0.078112889,-0.069650405,-0.065871783,-0.049737165,-0.074160297,-0.055555365,-0.049059964,-0.066742973,-0.056234173,-0.082229829
3,2,100,24,11,Norm,fitos,1,NA,0.193643391,0.299224163,0.011697396,0.05,0.126,0.097,0.022114283,0.030438786,0.191817193,0.104689649,0.356936141,0.15968559,0.144727351,0.568985475,0.369848085,0.9070692,0.204339067,0.399662246,0.429601056,0.000282969,0.000999093,0.008711075,0.010314304,-0.002132783,0.004980634,0.005923764,0.002421221,-0.020965095,-0.023072474,-0.032345541,-0.002499004,-0.031215405,-0.019908455,-0.005960302,-0.005177989,0.005375375,-0.030767384,-0.004403374,-0.007531943,-0.025413936,0.003506341,0.002100735,0.009348926,0.002443547,-0.030127846
3,2,100,24,11,Elliptical,gammaN.model,1,0.84,0.171292364,0.385763073,0.106619736,0.303,0.043,0.023,0.020772967,0.029490379,0.239966851,0.130805641,0.444903688,0.201072095,0.184924699,0.7332827,0.506332692,1.127264983,0.306579514,0.531209324,0.558314418,0.00013364,0.000858865,0.009194077,0.010105979,-0.014771696,0.003868278,-0.00205853,-0.094031766,-0.137513661,-0.11410777,-0.121906095,-0.100278423,-0.130325252,-0.038194433,-0.05691698,-0.139042291,-0.118521155,-0.108320602,-0.131925177,-0.117912382,-0.121322247,-0.105730479,-0.08489679,-0.137367183,-0.118340849,-0.107565996
3,2,100,24,11,Elliptical,gammaN.s,1,0.77,0.134410601,0.398719708,0.094334468,0.089,0.017,0.009,0.020821873,0.029574306,0.248537797,0.136379443,0.451263616,0.205277601,0.188852071,0.7529232,0.529883965,1.119764583,0.348249069,0.573497053,0.578331624,4.30E-05,0.000796021,0.008009546,0.011290107,-0.015282972,0.00467264,-0.001414286,-0.146989406,-0.182461021,-0.156408423,-0.171552839,-0.168784933,-0.175547708,-0.04312695,-0.062339302,-0.125994617,-0.110613368,-0.080471435,-0.112278104,-0.096369086,-0.106051861,-0.08799102,-0.056560115,-0.145542024,-0.107762905,-0.091247292
3,2,100,24,11,Elliptical,ridgeI,1,0.92,0.968796596,0.422544567,0.133505553,0.999,0.058,0.045,0.020932472,0.02943146,0.258547714,0.141716038,0.456653626,0.220409113,0.205004788,0.778732841,0.582123507,1.219018233,0.385673882,0.592736132,0.602099561,0.000378656,0.001147952,-0.020971216,-0.006592378,0.032212623,0.037866607,0.030299635,-0.177367587,-0.217598771,-0.194948156,-0.205066519,-0.18463868,-0.200701178,-0.082581087,-0.070342305,-0.167882635,-0.139184971,-0.152601985,-0.168070257,-0.146502161,-0.140293793,-0.129116691,-0.09305331,-0.181218232,-0.15092331,-0.113801448
3,2,100,24,11,Elliptical,ridgeD,1,0.01,0.11010729,0.434477785,0.159939348,0.029,0.075,0.072,0.021326357,0.029429498,0.255089526,0.140483649,0.466531889,0.21972272,0.210770531,0.793207611,0.610317399,1.21005051,0.420013421,0.629240638,0.642027458,8.04E-05,0.001363821,0.005541422,0.009990429,-0.001829831,0.007107462,0.004895572,-0.190338141,-0.235297146,-0.198625086,-0.230313817,-0.215109369,-0.234313876,-0.118716873,-0.106983288,-0.181249974,-0.163296518,-0.157303287,-0.185457308,-0.208405279,-0.163925837,-0.161563401,-0.107468101,-0.205811905,-0.177152637,-0.141877118
3,2,100,24,11,Elliptical,gls.model,1,1,0.194313707,0.435136775,0.287456604,0.386,0.032,0.014,0.021808539,0.030875745,0.272043511,0.148854356,0.491591958,0.218253634,0.200475596,0.839575805,0.552109398,1.316198595,0.344065716,0.584593684,0.636331542,0.000187452,0.000383745,0.011616331,0.01072011,-0.016184382,0.003597451,-0.002818844,-0.043023847,-0.05568298,-0.077494373,-0.035658071,-0.012644248,-0.043485696,-0.017514615,-0.036323872,-0.339343066,-0.32875136,-0.305564353,-0.305301059,-0.301514546,-0.336167771,-0.335093658,-0.297910139,-0.431165447,-0.336566604,-0.365719354
3,2,100,24,11,Elliptical,gls.s,1,1,0.172661037,0.421191742,0.216939502,0.306,0.016,0.006,0.021919761,0.030804,0.265012746,0.145427607,0.499783979,0.221131927,0.201955422,0.808321731,0.540494464,1.19978094,0.341794685,0.596881298,0.602184087,0.000170016,0.000369092,0.008608603,0.012883434,-0.017466636,0.003794058,8.33E-07,-0.115172891,-0.141354188,-0.125231981,-0.131470002,-0.13457716,-0.133051616,-0.018625217,-0.029653899,-0.249941665,-0.23738536,-0.243751962,-0.247202668,-0.237812622,-0.265154072,-0.244848234,-0.207017317,-0.323226512,-0.255514561,-0.260079437
3,2,100,24,11,Elliptical,ls,0.88,1,27.58427443,5.389467324,0.883923143,1,0.154545455,0.047727273,0.024551134,0.042935382,0.278133426,0.160958125,3.759849243,2.653889964,2.094502699,1.935046481,4.185824028,52.45512376,0.369178626,0.925821691,1.177260654,0.000702763,-1.68E-05,0.012789427,0.015634037,1.093032432,0.715176051,1.012527414,-0.190431455,-0.450134751,-0.908448275,-0.098617156,-0.082820853,-0.203027546,-0.660677601,-0.483446873,-0.89790165,-0.82670051,-0.96143319,-0.961354268,-0.957399622,-0.966935143,-0.964024092,-0.96135627,-0.956842235,-0.947590764,-0.945338648
3,2,100,24,11,Elliptical,wls,1,0,0.126894887,0.449826572,0.188638549,0.083,0.083,0.083,0.021686643,0.029853773,0.26630644,0.146521468,0.494588934,0.226393618,0.220562588,0.820767885,0.640756945,1.224799838,0.438275744,0.650021517,0.667210043,-3.57E-05,0.0015225,0.005684734,0.010598403,-0.008577794,0.006804166,0.000983903,-0.212621572,-0.25942896,-0.224207483,-0.241734122,-0.230588057,-0.24970071,-0.135384848,-0.122354306,-0.199890683,-0.187058003,-0.194615796,-0.218147807,-0.246804712,-0.189180669,-0.200132579,-0.157410389,-0.223714046,-0.202121836,-0.175485469
3,2,100,24,11,Elliptical,fites,1,NA,0.193643391,0.435605212,0.139942725,0.438,0.054,0.024,0.021807265,0.030875479,0.272021097,0.148834339,0.491598794,0.218222751,0.200462126,0.839242315,0.550343765,1.314191718,0.345670233,0.584681393,0.644916486,0.000186266,0.000386253,0.011598116,0.010730761,-0.016163541,0.003540701,-0.002817728,-0.032062164,-0.046249859,-0.066413883,-0.037718669,-0.006937421,-0.048917198,-0.026042952,-0.048109709,-0.176253942,-0.171253677,-0.15693984,-0.155300603,-0.146078678,-0.150094375,-0.139297101,-0.11240111,-0.221073462,-0.147404229,-0.169005741
3,2,100,24,11,Elliptical,fiteu,1,NA,0.193643391,0.435605212,0.18810352,0.438,0.088,0.034,0.021807265,0.030875479,0.272021097,0.148834339,0.491598794,0.218222751,0.200462126,0.839242315,0.550343765,1.314191718,0.345670233,0.584681393,0.644916486,0.000186266,0.000386253,0.011598116,0.010730761,-0.016163541,0.003540701,-0.002817728,-0.032062164,-0.046249859,-0.066413883,-0.037718669,-0.006937421,-0.048917198,-0.026047164,-0.048438968,-0.255697995,-0.240642109,-0.17036508,-0.184164369,-0.16383783,-0.207332403,-0.208843022,-0.174716383,-0.310750823,-0.215151598,-0.239358013
3,2,100,24,11,Elliptical,fitos,1,NA,0.193643391,0.435605212,0.034586223,0.438,0.243,0.153,0.021807265,0.030875479,0.272021097,0.148834339,0.491598794,0.218222751,0.200462126,0.839242315,0.550343765,1.314191718,0.345670233,0.584681393,0.644916486,0.000186266,0.000386253,0.011598116,0.010730761,-0.016163541,0.003540701,-0.002817728,-0.032062164,-0.046249859,-0.066413883,-0.037718669,-0.006937421,-0.048917198,-0.022033238,-0.044031173,-0.002756256,-0.020178995,-0.077475015,-0.039914713,-0.05937923,-0.044926234,-0.009403168,0.002165002,-0.062331067,-0.018775111,-0.046251695
3,2,100,24,11,Skew,gammaN.model,0.995,0.79,0.153408786,0.449075789,0.142345993,0.203015075,0.034170854,0.013065327,0.02167215,0.027504184,0.228000917,0.128199871,0.434927147,0.199886259,0.185161455,0.906151111,0.600668889,1.380282583,0.499331594,0.621649711,0.60454939,-0.004346246,-0.003630914,0.010404151,-0.000854238,-0.018107645,0.003437608,0.000223067,-0.208799587,-0.126478821,-0.272076595,-0.181294263,-0.201080076,-0.116808441,-0.110759231,-0.017098858,-0.131437596,-0.105187086,-0.123274304,-0.15635596,-0.150737059,-0.175449561,-0.225187006,-0.131378518,-0.231177207,-0.124686697,-0.167768827
3,2,100,24,11,Skew,gammaN.s,0.999,0.68,0.11244457,0.460969144,0.13947879,0.021021021,0.016016016,0.009009009,0.021768613,0.027467601,0.236224998,0.131785723,0.461070875,0.211543135,0.192899542,0.917428169,0.614859392,1.366723421,0.530418699,0.666952651,0.61345605,-0.004541782,-0.003679408,0.012370762,-0.000689448,-0.024527262,-0.001111753,-0.002196952,-0.243759428,-0.167339863,-0.290639713,-0.215227137,-0.246526043,-0.153833254,-0.117519213,-0.020347544,-0.127041909,-0.100242763,-0.136032959,-0.167693187,-0.157959818,-0.154898759,-0.214459048,-0.114908257,-0.232236563,-0.117660951,-0.152223295
3,2,100,24,11,Skew,ridgeI,0.997,0.89,0.68829094,0.510757892,0.168611646,0.997993982,0.047141424,0.03109328,0.022655456,0.028954883,0.282556533,0.156653219,0.529115817,0.251162426,0.280403521,0.983285896,0.652762043,1.505255522,0.603509668,0.720738188,0.622799419,-0.007877702,-0.005804243,-0.004071286,-0.011269573,0.010478199,0.049560226,0.03660406,-0.297915482,-0.218540108,-0.351728443,-0.284300411,-0.293299174,-0.194074572,-0.132526657,-0.054227389,-0.087914887,-0.046941172,-0.239910471,-0.235114397,-0.338242286,-0.186701422,-0.227811398,-0.131120802,-0.238784339,-0.126827516,-0.145828665
3,2,100,24,11,Skew,ridgeD,0.998,0.05,0.081366666,0.55418268,0.17016952,0.003006012,0.05511022,0.03507014,0.022887696,0.029071239,0.296290298,0.17402312,0.690494973,0.275197623,0.27495648,0.980070311,0.662915065,1.766192455,0.611169884,0.758098446,0.663007252,-0.00760018,-0.005889049,0.023764852,0.001479091,-0.003272387,0.021485736,0.015691207,-0.273807923,-0.185103363,-0.328152602,-0.292140839,-0.294989098,-0.200230605,-0.135480797,-0.046378262,-0.136642886,-0.096506712,-0.35389648,-0.223319119,-0.264528767,-0.151911199,-0.191093357,-0.13368862,-0.216473483,-0.122850478,-0.139433603
3,2,100,24,11,Skew,gls.model,1,1,0.178742028,0.540466583,0.349208907,0.312,0.032,0.005,0.022802131,0.029038799,0.26252942,0.145090315,0.497473242,0.225331204,0.201270718,1.120620156,0.772977046,1.659621182,0.646537673,0.709552842,0.733220854,-0.000561687,-0.000700952,0.000361324,-0.004678828,-0.014177454,0.000809984,0.000909422,-0.100577545,0.013257983,-0.176775844,-0.030649563,-0.064983564,-0.003586086,-0.078734525,0.012913217,-0.282592726,-0.271200663,-0.292490853,-0.293034582,-0.282311825,-0.476769467,-0.55798952,-0.380578842,-0.699285647,-0.434421387,-0.477392535
3,2,100,24,11,Skew,gls.s,1,1,0.159705436,0.514333794,0.292071573,0.249,0.015,0.005,0.02296857,0.02909345,0.257427397,0.14632008,0.50605234,0.227074527,0.203809195,1.032182128,0.732779069,1.545023896,0.582541949,0.70827012,0.692796595,-0.000540941,-0.000653042,0.006737061,-0.004277193,-0.016602699,0.001889963,-0.000527181,-0.167914619,-0.074635629,-0.224123219,-0.130720228,-0.179168073,-0.086403747,-0.08187172,0.01535845,-0.206498744,-0.206116724,-0.235741431,-0.239739364,-0.224618033,-0.393473758,-0.502520941,-0.306394881,-0.631279129,-0.344817454,-0.408499823
3,2,100,24,11,Skew,ls,0.851,1,23.63972757,3.938475619,0.888285225,1,0.129259694,0.030552291,0.028873417,0.048344824,0.270058112,0.170685327,5.767059091,2.624463786,2.212705038,1.751079694,4.00603342,31.74515771,0.59330187,0.868105259,1.114315506,0.001393133,-0.000610615,-0.005913006,-0.001221016,0.655929971,1.096841389,1.037086087,-0.13483203,-0.417685681,-0.870833894,-0.100636466,-0.115545289,-0.148535598,-0.708809824,-0.543807634,-0.875942986,-0.809002286,-0.95182902,-0.95690846,-0.949994718,-0.965897768,-0.960855366,-0.954800498,-0.974856457,-0.94550744,-0.949495475
3,2,100,24,11,Skew,wls,0.997,0,0.123326894,0.571963474,0.20557989,0.054162487,0.054162487,0.054162487,0.02461261,0.031473199,0.319594654,0.191388756,0.70650502,0.287285069,0.311728188,1.086710903,0.705545114,1.594562405,0.680726359,0.815312678,0.68008021,-0.010506215,-0.007341636,0.027631153,0.010197444,-0.045658266,0.012770197,-0.001965941,-0.367105035,-0.280853686,-0.416638527,-0.328171601,-0.350158734,-0.250133391,-0.142856451,-0.089783323,-0.050168372,-0.055185808,-0.356916752,-0.34477403,-0.416727398,-0.198474085,-0.254044148,-0.156550941,-0.272816791,-0.154468128,-0.179772346
3,2,100,24,11,Skew,fites,1,NA,0.193643391,0.541326112,0.211937567,0.351,0.053,0.013,0.022803001,0.029039,0.262516744,0.145079503,0.497016855,0.225350102,0.201245337,1.121135693,0.776681568,1.658364267,0.648765131,0.708757302,0.74048496,-0.000561844,-0.000700712,0.000369282,-0.004683808,-0.013913587,0.000853902,0.000909105,-0.09079989,0.023821969,-0.167756813,-0.03224414,-0.060193941,-0.007903418,-0.089909036,-0.000375126,-0.200624611,-0.190224067,-0.208983788,-0.212855817,-0.199450012,-0.268201852,-0.328749712,-0.213530647,-0.385869398,-0.213133356,-0.243280949
3,2,100,24,11,Skew,fiteu,1,NA,0.193643391,0.541326112,0.249038254,0.351,0.07,0.024,0.022803001,0.029039,0.262516744,0.145079503,0.497016855,0.225350102,0.201245337,1.121135693,0.776681568,1.658364267,0.648765131,0.708757302,0.74048496,-0.000561844,-0.000700712,0.000369282,-0.004683808,-0.013913587,0.000853902,0.000909105,-0.09079989,0.023821969,-0.167756813,-0.03224414,-0.060193941,-0.007903418,-0.08905456,7.52E-05,-0.258677432,-0.236630976,-0.21874837,-0.229939477,-0.211748287,-0.320719798,-0.380552568,-0.262819811,-0.450776964,-0.281704723,-0.296049123
3,2,100,24,11,Skew,fitos,1,NA,0.193643391,0.541326112,0.122588283,0.351,0.231,0.145,0.022803001,0.029039,0.262516744,0.145079503,0.497016855,0.225350102,0.201245337,1.121135693,0.776681568,1.658364267,0.648765131,0.708757302,0.74048496,-0.000561844,-0.000700712,0.000369282,-0.004683808,-0.013913587,0.000853902,0.000909105,-0.09079989,0.023821969,-0.167756813,-0.03224414,-0.060193941,-0.007903418,-0.087879452,0.001800735,-0.044300048,-0.062327217,-0.135308628,-0.116366449,-0.122581848,-0.167919587,-0.230251482,-0.109217829,-0.282911969,-0.090012613,-0.142769819
3,2,200,24,11,Norm,gammaN.model,1,1,0.055475698,0.207214983,0.017070512,0.047,0.049,0.043,0.015765242,0.020848062,0.133640689,0.074968478,0.237195287,0.111364138,0.098939107,0.392425155,0.257490514,0.643023113,0.143033334,0.280106573,0.28499509,0.00074991,-0.000508191,-0.003872447,-0.003962367,-0.002054018,0.000791557,-0.001758621,-0.001555911,-0.009481466,-0.026747119,-0.008735219,-0.005971604,-0.010697132,-0.015962958,0.035984033,-0.025214403,-0.032820915,0.019829649,-0.015953979,0.021543536,-0.002296511,-0.007766019,-0.003640648,-0.031879469,0.006424478,-0.002600061
3,2,200,24,11,Norm,gammaN.s,1,1,0.053940167,0.210558333,0.019537146,0.033,0.035,0.032,0.015764268,0.020842014,0.137830186,0.076750088,0.23923073,0.1124951,0.099206665,0.395153328,0.265064392,0.644628632,0.150160106,0.288540093,0.291592731,0.00075582,-0.000493071,-0.003700201,-0.00389899,-0.002560344,0.000998475,-0.001587238,-0.019311812,-0.037007544,-0.035888115,-0.036754355,-0.03817699,-0.035879632,-0.015565561,0.03665861,-0.028679374,-0.026782522,0.041791103,-0.001409155,0.04632597,0.003892448,-0.006584759,-0.002419489,-0.031058385,0.011981681,0.000833842
3,2,200,24,11,Norm,ridgeI,1,0.72,0.178661148,0.217359986,0.067680057,0.846,0.076,0.073,0.016134203,0.021749403,0.140764011,0.079175034,0.251707121,0.117147057,0.10299239,0.407212036,0.272055839,0.673757088,0.152637435,0.294727081,0.295621122,0.000653507,-0.000297288,-0.008940547,-0.008063932,0.002820787,0.003520579,0.000752996,-0.02226032,-0.032273449,-0.041184614,-0.03312581,-0.032874063,-0.0282967,-0.066293269,-0.031888597,-0.087390019,-0.096192951,-0.059387814,-0.084145053,-0.032548596,-0.064709178,-0.073702402,-0.065789739,-0.101596034,-0.054902302,-0.061294792
3,2,200,24,11,Norm,ridgeD,1,0.01,0.05509648,0.219481859,0.073897561,0.054,0.081,0.081,0.016139077,0.021721112,0.141656016,0.078711441,0.253679428,0.118028098,0.102972545,0.41119206,0.273128734,0.683036462,0.154102809,0.299641294,0.299255091,0.000696236,-0.000350444,-0.004949932,-0.004743205,-0.000945655,0.000485689,-0.000897419,-0.022978402,-0.028997561,-0.045133682,-0.034369583,-0.03844011,-0.031028881,-0.068241599,-0.035752797,-0.097640236,-0.099694783,-0.064330508,-0.089239718,-0.035551519,-0.073084862,-0.08080162,-0.072683072,-0.10872965,-0.063443612,-0.071474322
3,2,200,24,11,Norm,gls.model,1,1,0.055475698,0.207214983,0.017070512,0.047,0.049,0.043,0.015765242,0.020848062,0.133640689,0.074968478,0.237195287,0.111364138,0.098939107,0.392425155,0.257490514,0.643023113,0.143033334,0.280106573,0.28499509,0.00074991,-0.000508191,-0.003872447,-0.003962367,-0.002054018,0.000791557,-0.001758621,-0.001555911,-0.009481466,-0.026747119,-0.008735219,-0.005971604,-0.010697132,-0.015962958,0.035984033,-0.025214403,-0.032820915,0.019829649,-0.015953979,0.021543536,-0.002296511,-0.007766019,-0.003640648,-0.031879469,0.006424478,-0.002600061
3,2,200,24,11,Norm,gls.s,1,1,0.053940167,0.210558333,0.019537146,0.033,0.035,0.032,0.015764268,0.020842014,0.137830186,0.076750088,0.23923073,0.1124951,0.099206665,0.395153328,0.265064392,0.644628632,0.150160106,0.288540093,0.291592731,0.00075582,-0.000493071,-0.003700201,-0.00389899,-0.002560344,0.000998475,-0.001587238,-0.019311812,-0.037007544,-0.035888115,-0.036754355,-0.03817699,-0.035879632,-0.015565561,0.03665861,-0.028679374,-0.026782522,0.041791103,-0.001409155,0.04632597,0.003892448,-0.006584759,-0.002419489,-0.031058385,0.011981681,0.000833842
3,2,200,24,11,Norm,ls,0.977,1,12.44375526,0.769374169,0.879865195,1,0.13408393,0.055271238,0.016169573,0.022929771,0.134581699,0.082850526,1.562873062,1.281866647,1.313452155,0.570248802,0.93336911,3.150934182,0.164122062,0.369914862,0.398551744,0.00046756,-0.00028063,-0.005261756,-0.005132583,0.244382785,0.304091837,0.356364705,-0.035192877,-0.137243132,-0.361500363,-0.015997209,-0.026969845,-0.029683393,-0.701042353,-0.449729858,-0.85981905,-0.775997439,-0.981703385,-0.976955652,-0.97150839,-0.97755233,-0.972211151,-0.970614991,-0.950711771,-0.925814027,-0.924587137
