p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.beta1,RMSE.beta2,RMSE.gamma1,RMSE.gamma2,RMSE.gamma3,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.beta1,BIAS.beta2,BIAS.gamma1,BIAS.gamma2,BIAS.gamma3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.beta1,SE BIAS.beta2,SE BIAS.gamma1,SE BIAS.gamma2,SE BIAS.gamma3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
3,2,500,24,11,Skew,gammaN.s,1,0.61,0.026049629,0.206499967,0.074918092,0.083,0.035,0.03,0.009981978,0.013565444,0.110355685,0.062732018,0.19962595,0.089070041,0.082531493,0.387017857,0.302202633,0.563966906,0.254365362,0.299454355,0.309629851,-0.002046921,-0.000838903,-0.002059356,0.000523919,0.004623831,0.003358861,-0.000806306,-0.083277768,-0.093949831,-0.059733551,-0.09606932,-0.085584213,-0.080999008,-0.058151632,-0.044824597,-0.086582801,-0.085430389,-0.061993153,-0.0419302,-0.038622197,-0.054679451,-0.114064556,-0.074632129,-0.158797876,-0.089715574,-0.064510648
3,2,500,24,11,Skew,ridgeI,1,0.88,0.13972034,0.214181221,0.072050254,0.991,0.05,0.043,0.010377881,0.013781679,0.112998275,0.063044508,0.203025394,0.094515599,0.088091958,0.403691118,0.314592967,0.580257979,0.274265857,0.311163461,0.314549196,-0.003092689,-0.001614371,-0.005098447,-0.002973701,0.005589843,0.00797366,0.002350449,-0.106440124,-0.112790571,-0.077721926,-0.127466506,-0.112214236,-0.099352842,-0.078137213,-0.050714805,-0.052714726,-0.030392712,-0.061617479,-0.063132333,-0.05541287,-0.070487013,-0.114712613,-0.071679722,-0.159188702,-0.078611532,-0.049851578
3,2,500,24,11,Skew,ridgeD,1,0,0.022818304,0.222288017,0.081632144,0.048,0.048,0.048,0.010640869,0.013738934,0.144777819,0.072672593,0.207020285,0.094939483,0.097809517,0.414808866,0.31894591,0.577194706,0.287501755,0.323320314,0.32637317,-0.003697524,-0.002069015,0.004760563,0.002571901,0.005345857,0.005445416,0.001817093,-0.128429552,-0.12906732,-0.105077786,-0.141111001,-0.130848078,-0.118771686,-0.069858982,-0.046363315,-0.029593112,0.003835279,-0.072978784,-0.073246216,-0.164029382,-0.076907054,-0.141732325,-0.074903656,-0.166031811,-0.079440507,-0.062297449
3,2,500,24,11,Skew,gls.model,1,1,0.044130074,0.233863049,0.366072817,0.453,0.036,0.016,0.00999089,0.014035473,0.122094626,0.071204491,0.22923946,0.109868738,0.096774873,0.44809338,0.346921616,0.658903404,0.263086711,0.326365709,0.343640264,-0.000291952,0.000570558,-0.004249155,-0.00057663,0.00046535,0.003328058,-0.000523689,-0.0141737,-0.017846163,-0.004371092,-0.017348137,-0.003739194,-0.006355985,-0.029611655,-0.032671687,-0.320035269,-0.349462491,-0.332278895,-0.366840229,-0.33182278,-0.447735593,-0.534532756,-0.404110201,-0.667352996,-0.458924036,-0.483568027
3,2,500,24,11,Skew,gls.s,1,1,0.042463683,0.230196183,0.350253214,0.444,0.037,0.013,0.009995121,0.014035956,0.12259558,0.070418471,0.226249486,0.108466744,0.096635676,0.432561042,0.342968597,0.644754716,0.259580599,0.323660236,0.340628159,-0.000290564,0.000571522,-0.004981435,-0.001244975,0.001336028,0.003470573,-0.000579816,-0.032867797,-0.039996391,-0.010544593,-0.040817196,-0.032020554,-0.030072661,-0.029872887,-0.032514155,-0.307807296,-0.326608491,-0.308504132,-0.344932728,-0.314686406,-0.418549088,-0.51867772,-0.390653197,-0.653859297,-0.439068163,-0.467558216
3,2,500,24,11,Skew,ls,0.98,1,10.95907293,0.687350209,0.902818876,1,0.212244898,0.070408163,0.010716672,0.015573329,0.123553307,0.07899353,1.749393062,1.503780464,0.824754447,0.606009078,1.255421133,1.640808183,0.275619442,0.387421418,0.463508653,0.000121003,0.000617097,-0.004047045,0.000133311,0.301582817,0.50124095,0.278995127,-0.025570731,-0.227039268,-0.17977875,-0.029749071,-0.00896917,-0.049365849,-0.709932202,-0.484091431,-0.898612818,-0.844352404,-0.988769071,-0.985298625,-0.980693566,-0.986292872,-0.982967038,-0.981113028,-0.981051374,-0.955822813,-0.95764815
3,2,500,24,11,Skew,wls,1,0,0.022818304,0.222288017,0.081632144,0.048,0.048,0.048,0.010640869,0.013738934,0.144777819,0.072672593,0.207020285,0.094939483,0.097809517,0.414808866,0.31894591,0.577194706,0.287501755,0.323320314,0.32637317,-0.003697524,-0.002069015,0.004760563,0.002571901,0.005345857,0.005445416,0.001817093,-0.128429552,-0.12906732,-0.105077786,-0.141111001,-0.130848078,-0.118771686,-0.069858982,-0.046363315,-0.029593112,0.003835279,-0.072978784,-0.073246216,-0.164029382,-0.076907054,-0.141732325,-0.074903656,-0.166031811,-0.079440507,-0.062297449
3,2,500,24,11,Skew,fites,1,NA,0.193643391,0.233905556,0.118885115,0.459,0.045,0.018,0.009990871,0.014035522,0.122094141,0.071204359,0.229241143,0.109867277,0.09678608,0.448007044,0.346766212,0.659046484,0.263237379,0.326250672,0.344245049,-0.00029197,0.000570557,-0.004248908,-0.000576886,0.000459819,0.003326666,-0.00051953,-0.012246936,-0.015991892,-0.002439066,-0.017732307,-0.002773007,-0.007306286,-0.031885407,-0.036494419,-0.119351313,-0.146525154,-0.12071408,-0.168589583,-0.13104009,-0.11462983,-0.153842508,-0.113577434,-0.174986311,-0.128107536,-0.105762833
3,2,500,24,11,Skew,fiteu,1,NA,0.193643391,0.233905556,0.133818698,0.459,0.047,0.021,0.009990871,0.014035522,0.122094141,0.071204359,0.229241143,0.109867277,0.09678608,0.448007044,0.346766212,0.659046484,0.263237379,0.326250672,0.344245049,-0.00029197,0.000570557,-0.004248908,-0.000576886,0.000459819,0.003326666,-0.00051953,-0.012246936,-0.015991892,-0.002439066,-0.017732307,-0.002773007,-0.007306286,-0.031838297,-0.036475896,-0.143397104,-0.169201898,-0.125945298,-0.178406975,-0.135774665,-0.134560247,-0.175352395,-0.129974436,-0.201465902,-0.149560869,-0.127689091
3,2,500,24,11,Skew,fitos,1,NA,0.193643391,0.233905556,0.090147832,0.459,0.083,0.033,0.009990871,0.014035522,0.122094141,0.071204359,0.229241143,0.109867277,0.09678608,0.448007044,0.346766212,0.659046484,0.263237379,0.326250672,0.344245049,-0.00029197,0.000570557,-0.004248908,-0.000576886,0.000459819,0.003326666,-0.00051953,-0.012246936,-0.015991892,-0.002439066,-0.017732307,-0.002773007,-0.007306286,-0.031746995,-0.036457742,-0.06893422,-0.10019287,-0.091870785,-0.135676719,-0.105474107,-0.084800968,-0.121180546,-0.085784763,-0.140825246,-0.095227003,-0.073749847
3,2,1000,24,11,Norm,gammaN.model,1,0.89,0.011096624,0.09190979,0.013833,0.044,0.046,0.045,0.006911069,0.009308046,0.05709497,0.031769578,0.105647867,0.049673543,0.045992231,0.175022507,0.115353413,0.282337393,0.061041899,0.128893929,0.125780821,0.000417784,-0.000116537,-0.002297263,-0.00024442,-0.0037547,0.000244421,-0.000679824,-0.004313446,-0.000818806,-0.009611825,-0.004065059,-0.005354735,-0.001418097,0.004093644,0.037778587,0.014888362,0.011267848,0.025350894,-0.013965565,-0.018951773,0.003360925,-0.0176297,-0.001587323,0.01005018,-0.020586732,-0.000317475
3,2,1000,24,11,Norm,gammaN.s,1,0.93,0.011012697,0.092120061,0.014645835,0.038,0.042,0.04,0.006910634,0.009308276,0.057065377,0.031800657,0.105832901,0.04967251,0.04601974,0.175431384,0.11607384,0.281738291,0.061750672,0.129766994,0.126189518,0.000415512,-0.00011485,-0.002230115,-0.000248508,-0.003854528,0.000218939,-0.000641668,-0.008367372,-0.005228062,-0.011464888,-0.008850594,-0.011375286,-0.006000968,0.004620037,0.038221953,0.021034746,0.016293426,0.029457136,-0.008691735,-0.014092889,0.005546225,-0.019037113,0.00227146,0.010672583,-0.018856762,0.001599797
3,2,1000,24,11,Norm,ridgeI,1,0,0.011249751,0.092720873,0.016293705,0.051,0.051,0.051,0.00696131,0.009361818,0.057150981,0.032094295,0.106935438,0.050003603,0.046530353,0.176392819,0.117134565,0.283273121,0.062262541,0.130011709,0.127258797,0.00045497,-0.000179596,-0.001793774,-0.000205135,-0.004052306,0.000203695,-0.000842651,-0.008000047,-0.00536105,-0.011410582,-0.008820658,-0.01099269,-0.006233176,-0.00790554,0.02704957,0.011286189,-0.000145471,0.011929482,-0.022457702,-0.03165968,-0.007574456,-0.034756148,-0.010387917,-0.004900617,-0.02811814,-0.013647254
3,2,1000,24,11,Norm,ridgeD,1,0,0.011249751,0.092720873,0.016293705,0.051,0.051,0.051,0.00696131,0.009361818,0.057150981,0.032094295,0.106935438,0.050003603,0.046530353,0.176392819,0.117134565,0.283273121,0.062262541,0.130011709,0.127258797,0.00045497,-0.000179596,-0.001793774,-0.000205135,-0.004052306,0.000203695,-0.000842651,-0.008000047,-0.00536105,-0.011410582,-0.008820658,-0.01099269,-0.006233176,-0.00790554,0.02704957,0.011286189,-0.000145471,0.011929482,-0.022457702,-0.03165968,-0.007574456,-0.034756148,-0.010387917,-0.004900617,-0.02811814,-0.013647254
3,2,1000,24,11,Norm,gls.model,1,1,0.011071185,0.091923556,0.01432004,0.043,0.043,0.041,0.006909281,0.009307747,0.057182735,0.031778454,0.105591075,0.049689753,0.045963617,0.17508406,0.115266089,0.282543495,0.060993943,0.128919536,0.125776447,0.00041264,-0.000109141,-0.002358196,-0.000250582,-0.003731421,0.000258462,-0.00065944,-0.003858485,-0.000257783,-0.009387249,-0.003476804,-0.004640676,-0.000830788,0.005676736,0.039104903,0.01587106,0.015684493,0.026797184,-0.011041608,-0.01514969,0.006682078,-0.013104911,0.001756573,0.014094132,-0.017217136,0.003980014
3,2,1000,24,11,Norm,gls.s,1,1,0.011008507,0.092123737,0.01538804,0.038,0.04,0.04,0.006909713,0.009308292,0.057094904,0.031801659,0.105816059,0.049675914,0.046002194,0.175462072,0.116042989,0.281756479,0.061742252,0.129816731,0.126179326,0.000412235,-0.000110126,-0.002263171,-0.000252605,-0.003844251,0.0002233,-0.000627274,-0.008397252,-0.005219416,-0.011465433,-0.008851974,-0.011395016,-0.005990417,0.005622199,0.039064082,0.02270457,0.020784598,0.030516501,-0.005618755,-0.010520372,0.00883743,-0.015292303,0.005689542,0.014232211,-0.015456785,0.00570517
3,2,1000,24,11,Norm,ls,1,1,3.067118381,0.156151844,0.87477124,1,0.144,0.049,0.00694481,0.009774975,0.058488925,0.035216021,0.212427799,0.173492637,0.173073271,0.232976022,0.209465259,0.501676731,0.069007155,0.169093801,0.178336564,0.000394283,-3.59E-06,-0.002646235,-0.000856164,0.001515732,0.029965272,0.043076159,-0.000805291,-0.013886361,-0.029780074,-0.005116299,-0.004054642,-0.01077081,-0.69926512,-0.448455141,-0.857907978,-0.768270988,-0.952925579,-0.955429668,-0.956602109,-0.980463882,-0.971826809,-0.974605656,-0.949472707,-0.929790536,-0.927009951
3,2,1000,24,11,Norm,wls,1,0,0.011249751,0.092720873,0.016293705,0.051,0.051,0.051,0.00696131,0.009361818,0.057150981,0.032094295,0.106935438,0.050003603,0.046530353,0.176392819,0.117134565,0.283273121,0.062262541,0.130011709,0.127258797,0.00045497,-0.000179596,-0.001793774,-0.000205135,-0.004052306,0.000203695,-0.000842651,-0.008000047,-0.00536105,-0.011410582,-0.008820658,-0.01099269,-0.006233176,-0.00790554,0.02704957,0.011286189,-0.000145471,0.011929482,-0.022457702,-0.03165968,-0.007574456,-0.034756148,-0.010387917,-0.004900617,-0.02811814,-0.013647254
3,2,1000,24,11,Norm,fites,1,NA,0.193643391,0.0919321,0.013959131,0.044,0.045,0.042,0.00690928,0.009307745,0.057182711,0.031778464,0.105590455,0.049689464,0.04596184,0.175057296,0.115195117,0.282556025,0.061024282,0.128913031,0.125951584,0.000412638,-0.000109137,-0.002358188,-0.000250592,-0.003733062,0.000258336,-0.000660123,-0.002847041,0.000745798,-0.008367402,-0.003686523,-0.00413321,-0.00133788,0.005145917,0.038582731,0.014412984,0.01181202,0.026517274,-0.013510025,-0.017713699,0.003008804,-0.016287337,-0.002264764,0.01114972,-0.020830132,-0.000233302
3,2,1000,24,11,Norm,fiteu,1,NA,0.193643391,0.0919321,0.01383809,0.044,0.045,0.044,0.00690928,0.009307745,0.057182711,0.031778464,0.105590455,0.049689464,0.04596184,0.175057296,0.115195117,0.282556025,0.061024282,0.128913031,0.125951584,0.000412638,-0.000109137,-0.002358188,-0.000250592,-0.003733062,0.000258336,-0.000660123,-0.002847041,0.000745798,-0.008367402,-0.003686523,-0.00413321,-0.00133788,0.005142895,0.03857832,0.011697956,0.009491668,0.026250195,-0.014390695,-0.018140251,0.001713823,-0.017823105,-0.003525982,0.0091609,-0.02232505,-0.001654325
3,2,1000,24,11,Norm,fitos,1,NA,0.193643391,0.0919321,0.015042111,0.044,0.054,0.052,0.00690928,0.009307745,0.057182711,0.031778464,0.105590455,0.049689464,0.04596184,0.175057296,0.115195117,0.282556025,0.061024282,0.128913031,0.125951584,0.000412638,-0.000109137,-0.002358188,-0.000250592,-0.003733062,0.000258336,-0.000660123,-0.002847041,0.000745798,-0.008367402,-0.003686523,-0.00413321,-0.00133788,0.005160381,0.03859953,0.022574641,0.018771421,0.030547462,-0.008211824,-0.01391463,0.006769007,-0.011650702,0.00154796,0.01722126,-0.016585079,0.003993549
3,2,1000,24,11,Elliptical,gammaN.model,1,0.68,0.016609169,0.132872154,0.032785026,0.29,0.05,0.044,0.006823756,0.009239445,0.081563803,0.047201419,0.156511261,0.070147828,0.064391746,0.252740365,0.171975163,0.390147235,0.103833826,0.186253043,0.186509116,0.000381163,-6.79E-05,-0.001085408,0.001864188,-0.000123288,0.000580863,-0.002159859,-0.037552334,-0.035036547,-0.038564926,-0.03845056,-0.041233796,-0.03844769,-0.009172006,0.018358506,-0.031795129,-0.072004338,-0.05163063,-0.036979898,-0.031081127,-0.013792587,-0.052212077,0.005914424,-0.058362527,-0.018064744,-0.026837351
3,2,1000,24,11,Elliptical,gammaN.s,1,0.64,0.015392778,0.133689857,0.033418769,0.205,0.042,0.036,0.006817772,0.009235031,0.082110999,0.047562379,0.156612651,0.070326768,0.064458165,0.253908679,0.1737451,0.389525711,0.1068238,0.188864364,0.187976726,0.000382221,-6.89E-05,-0.000842243,0.001885443,-0.000496252,0.000461815,-0.002252683,-0.04209415,-0.040257519,-0.041542818,-0.043932041,-0.04822612,-0.043377263,-0.008741206,0.018399535,-0.035102541,-0.075085561,-0.048340617,-0.036246754,-0.028403805,-0.01396162,-0.053547702,0.008124599,-0.063381863,-0.018389235,-0.026718955
3,2,1000,24,11,Elliptical,ridgeI,1,0.74,0.038174963,0.135991949,0.037965597,0.904,0.044,0.042,0.006844755,0.00931283,0.082607504,0.04796381,0.156310203,0.070557968,0.065318656,0.258724408,0.177718744,0.393916565,0.114134655,0.192915142,0.191570102,0.000395915,-7.59E-05,-0.002423373,7.20E-05,0.001207921,0.001196908,-0.001664709,-0.05602302,-0.052490669,-0.055031001,-0.055733691,-0.060099257,-0.052646948,-0.016305234,0.010312407,-0.04084558,-0.081730153,-0.049832672,-0.041293638,-0.040169407,-0.020483215,-0.053507079,0.007753415,-0.077332948,-0.019902146,-0.034084875
3,2,1000,24,11,Elliptical,ridgeD,1,0,0.011217567,0.136633219,0.039693291,0.039,0.039,0.039,0.006825255,0.009217026,0.082849156,0.048048962,0.156270131,0.070576196,0.065408146,0.261058664,0.178257781,0.393714178,0.11584235,0.19589406,0.192269939,0.000397894,-9.99E-05,-0.000653518,0.001373281,0.000564329,0.000288831,-0.00186938,-0.060411682,-0.055110002,-0.061569595,-0.058153377,-0.06524457,-0.055661181,-0.014893722,0.015401726,-0.043651558,-0.084201204,-0.047899914,-0.040634677,-0.04280589,-0.02452725,-0.055249607,0.007961909,-0.080343749,-0.023904475,-0.034537099
3,2,1000,24,11,Elliptical,gls.model,1,1,0.02627111,0.152799831,0.343570861,0.593,0.053,0.034,0.006940656,0.009440531,0.094507229,0.053613588,0.172022767,0.081517447,0.070782155,0.292226333,0.192313493,0.45535376,0.13098622,0.210453398,0.216240228,0.000405846,-1.62E-05,-0.001065604,0.003288689,-0.001043344,-6.99E-05,-0.003269959,-0.004036073,-0.003109954,-0.006789621,-0.003652402,-0.001255294,-0.009363905,-0.000699088,0.020304389,-0.386303256,-0.399997797,-0.373306073,-0.398233426,-0.359477521,-0.397496032,-0.407599794,-0.381323395,-0.528629232,-0.401342169,-0.411709021
3,2,1000,24,11,Elliptical,gls.s,1,1,0.025445337,0.146608517,0.315782269,0.586,0.051,0.03,0.006944951,0.009436954,0.090376504,0.051642042,0.17184533,0.079903606,0.070581017,0.281867732,0.187138574,0.434710028,0.108782942,0.204338936,0.208342099,0.000410422,-1.41E-05,-0.001063697,0.002773961,-0.001348,-0.000185084,-0.003310732,-0.012078663,-0.01682253,-0.009316863,-0.01905903,-0.018834475,-0.023253811,-0.001180863,0.020793117,-0.349386781,-0.367557409,-0.363621978,-0.378071891,-0.348534958,-0.37169772,-0.382734161,-0.352432383,-0.417705997,-0.371930986,-0.379521253
3,2,1000,24,11,Elliptical,ls,0.991,1,7.500790024,0.329774106,0.90109369,1,0.165489405,0.066599395,0.007059412,0.010101514,0.097273532,0.057775638,0.473728611,0.578071918,0.531028697,0.383115879,0.444938797,1.015238471,0.119755982,0.268888177,0.300086755,0.000384072,7.06E-05,-0.000879648,0.001414587,0.034679703,0.090969217,0.135379192,-0.009944495,-0.043686758,-0.114170722,-0.009275546,-0.012038802,-0.025364903,-0.701382617,-0.45751609,-0.914062731,-0.857785159,-0.978195788,-0.984918479,-0.98339411,-0.987586676,-0.98447881,-0.98383232,-0.97042818,-0.95515394,-0.955483069
3,2,1000,24,11,Elliptical,wls,1,0,0.011217567,0.136633219,0.039693291,0.039,0.039,0.039,0.006825255,0.009217026,0.082849156,0.048048962,0.156270131,0.070576196,0.065408146,0.261058664,0.178257781,0.393714178,0.11584235,0.19589406,0.192269939,0.000397894,-9.99E-05,-0.000653518,0.001373281,0.000564329,0.000288831,-0.00186938,-0.060411682,-0.055110002,-0.061569595,-0.058153377,-0.06524457,-0.055661181,-0.014893722,0.015401726,-0.043651558,-0.084201204,-0.047899914,-0.040634677,-0.04280589,-0.02452725,-0.055249607,0.007961909,-0.080343749,-0.023904475,-0.034537099
3,2,1000,24,11,Elliptical,fites,1,NA,0.193643391,0.152819034,0.079379278,0.596,0.058,0.037,0.006940649,0.009440526,0.094507053,0.053613096,0.172019525,0.081516501,0.070778627,0.292199062,0.19225969,0.455356471,0.131031012,0.210448286,0.216536951,0.000405847,-1.62E-05,-0.00106561,0.003288512,-0.001047925,-7.07E-05,-0.003271357,-0.003039976,-0.002122137,-0.005778476,-0.003857485,-0.000753491,-0.009864606,-0.002270687,0.017880582,-0.077985149,-0.113975804,-0.070029578,-0.095413247,-0.052738459,-0.072202971,-0.085573018,-0.058134974,-0.221771654,-0.074224766,-0.089729729
3,2,1000,24,11,Elliptical,fiteu,1,NA,0.193643391,0.152819034,0.096336128,0.596,0.064,0.039,0.006940649,0.009440526,0.094507053,0.053613096,0.172019525,0.081516501,0.070778627,0.292199062,0.19225969,0.455356471,0.131031012,0.210448286,0.216536951,0.000405847,-1.62E-05,-0.00106561,0.003288512,-0.001047925,-7.07E-05,-0.003271357,-0.003039976,-0.002122137,-0.005778476,-0.003857485,-0.000753491,-0.009864606,-0.002185912,0.01791027,-0.113417108,-0.138863309,-0.074105894,-0.107371501,-0.058478383,-0.090740352,-0.107336027,-0.077150826,-0.256728187,-0.097142107,-0.110939786
3,2,1000,24,11,Elliptical,fitos,1,NA,0.193643391,0.152819034,0.052580593,0.596,0.076,0.045,0.006940649,0.009440526,0.094507053,0.053613096,0.172019525,0.081516501,0.070778627,0.292199062,0.19225969,0.455356471,0.131031012,0.210448286,0.216536951,0.000405847,-1.62E-05,-0.00106561,0.003288512,-0.001047925,-7.07E-05,-0.003271357,-0.003039976,-0.002122137,-0.005778476,-0.003857485,-0.000753491,-0.009864606,-0.002202619,0.017956621,-0.024655776,-0.075957501,-0.052940908,-0.066193982,-0.032842597,-0.047059026,-0.053493852,-0.032314756,-0.17429414,-0.042827613,-0.060808322
3,2,1000,24,11,Skew,gammaN.model,1,0.65,0.015185662,0.149558747,0.040246392,0.203,0.043,0.04,0.006964808,0.009417001,0.07407265,0.041085145,0.145548966,0.065342014,0.058816923,0.305529668,0.206679042,0.419200045,0.181087763,0.211773107,0.218746583,-0.001389739,-0.000950859,-0.000781305,0.00047046,0.00071491,0.000141106,0.000545737,-0.059244437,-0.053141098,-0.05338541,-0.060043785,-0.060559181,-0.048423355,-0.025335739,-0.005666928,-0.013661768,0.010936245,-0.044960896,-0.03303558,-0.011485311,-0.088579622,-0.05924855,-0.053355576,-0.114086399,-0.032567969,-0.030282511
3,2,1000,24,11,Skew,gammaN.s,1,0.58,0.013607799,0.149748004,0.037722735,0.121,0.039,0.032,0.00696975,0.00940429,0.074155148,0.041248342,0.144860209,0.065423299,0.058763594,0.305748179,0.206673117,0.416561984,0.183151584,0.214147018,0.219617536,-0.001460174,-0.000997445,-0.000498301,0.00040884,0.001050091,0.000112097,0.000444273,-0.064895607,-0.058511945,-0.05797485,-0.065337867,-0.067445437,-0.05308864,-0.025029791,-0.00497555,-0.011692048,0.010198475,-0.040041166,-0.032914799,-0.008831285,-0.084366892,-0.055831358,-0.045539808,-0.113053093,-0.029560469,-0.028360824
3,2,1000,24,11,Skew,ridgeI,1,0.81,0.049101042,0.153366906,0.040010667,0.97,0.049,0.047,0.007185453,0.009556667,0.073958469,0.04189012,0.148932744,0.066686523,0.060392753,0.30941104,0.212042065,0.419093167,0.196219382,0.221751688,0.22664971,-0.002140824,-0.001428018,-0.00079689,-0.000610228,-0.000674539,0.000916389,0.001121446,-0.079206493,-0.076573918,-0.067691577,-0.089184484,-0.084806031,-0.069215994,-0.036715807,-0.012984413,0.006171774,0.016775716,-0.052298903,-0.036280894,-0.014759274,-0.083960857,-0.047629615,-0.039566863,-0.114429423,-0.025678254,-0.032886876
3,2,1000,24,11,Skew,ridgeD,1,0,0.011321993,0.155044723,0.043264759,0.044,0.044,0.044,0.007248072,0.009575415,0.074737117,0.042173257,0.149143662,0.066975563,0.060707653,0.313857429,0.21154377,0.420976597,0.201473341,0.22722635,0.229943173,-0.002379783,-0.001663497,0.001335323,0.001009642,0.000865414,0.000492187,0.000819952,-0.087606892,-0.085741212,-0.080496473,-0.095768113,-0.092651377,-0.076609678,-0.03772389,-0.020329291,0.003553392,0.013435127,-0.05161426,-0.039202985,-0.025220149,-0.090726011,-0.044929031,-0.046094503,-0.119444661,-0.033422546,-0.036746022
3,2,1000,24,11,Skew,gls.model,1,1,0.024470209,0.192677111,0.402256378,0.5,0.043,0.027,0.00698977,0.009435062,0.095867374,0.050444844,0.168569182,0.073657688,0.065917158,0.370065787,0.259077218,0.510720896,0.325709054,0.301841386,0.26650702,-0.00023501,-0.000100974,-0.003574297,5.21E-06,0.000809197,0.000386013,1.96E-06,-0.014347784,-0.004204035,-0.01240555,0.006934271,7.27E-05,-0.005205332,-0.009121763,0.01893135,-0.389505142,-0.358505191,-0.359834081,-0.331828278,-0.312320718,-0.520622772,-0.560659352,-0.446934536,-0.811325057,-0.583726608,-0.526018064
3,2,1000,24,11,Skew,gls.s,1,1,0.023705692,0.177288467,0.371273134,0.496,0.043,0.024,0.006994922,0.009429037,0.086037957,0.047388059,0.167690562,0.073538232,0.065715868,0.360701542,0.250902807,0.49229912,0.229054799,0.258463246,0.256533915,-0.00023554,-0.000105509,-0.002856878,-0.000371754,0.001706328,0.000220558,2.69E-05,-0.024106702,-0.016341717,-0.018358077,-0.01136784,-0.019904749,-0.016879661,-0.009712235,0.019749126,-0.311875634,-0.307107778,-0.348530863,-0.322918191,-0.30139189,-0.504030706,-0.541605216,-0.424402461,-0.728378784,-0.504345874,-0.502501979
3,2,1000,24,11,Skew,ls,0.996,1,6.580335562,0.538357692,0.903826334,1,0.182730924,0.059236948,0.007070628,0.010090367,0.088630835,0.060228188,0.821964958,1.164729988,0.967447889,0.470682484,0.756105935,1.725932068,0.222372675,0.31690187,0.386492108,-0.000190289,-4.01E-05,-0.000794738,0.000820145,0.114907336,0.195819193,0.210198701,-0.035322321,-0.076314016,-0.211117158,-0.006511669,-0.030188062,-0.018729221,-0.698939419,-0.451217425,-0.903805533,-0.860830686,-0.98714808,-0.989670533,-0.985796633,-0.989205157,-0.987730224,-0.984592619,-0.984124875,-0.961009931,-0.965671228
3,2,1000,24,11,Skew,wls,1,0,0.011321993,0.155044723,0.043264759,0.044,0.044,0.044,0.007248072,0.009575415,0.074737117,0.042173257,0.149143662,0.066975563,0.060707653,0.313857429,0.21154377,0.420976597,0.201473341,0.22722635,0.229943173,-0.002379783,-0.001663497,0.001335323,0.001009642,0.000865414,0.000492187,0.000819952,-0.087606892,-0.085741212,-0.080496473,-0.095768113,-0.092651377,-0.076609678,-0.03772389,-0.020329291,0.003553392,0.013435127,-0.05161426,-0.039202985,-0.025220149,-0.090726011,-0.044929031,-0.046094503,-0.119444661,-0.033422546,-0.036746022
3,2,1000,24,11,Skew,fites,1,NA,0.193643391,0.192677025,0.144879766,0.507,0.047,0.028,0.006989772,0.009435073,0.095867328,0.05044478,0.168569722,0.073657245,0.065921044,0.369927716,0.259172525,0.510572746,0.325783471,0.301739865,0.266720043,-0.000235009,-0.000100979,-0.003574231,5.15E-06,0.000811288,0.000385781,2.17E-06,-0.013362032,-0.00318017,-0.01143552,0.00673189,0.000563855,-0.005690284,-0.011171266,0.017066658,-0.164633967,-0.117521478,-0.10912995,-0.084325158,-0.06271062,-0.171397311,-0.155353295,-0.136853873,-0.460272975,-0.264816766,-0.128183646
3,2,1000,24,11,Skew,fiteu,1,NA,0.193643391,0.192677025,0.157752647,0.507,0.047,0.029,0.006989772,0.009435073,0.095867328,0.05044478,0.168569722,0.073657245,0.065921044,0.369927716,0.259172525,0.510572746,0.325783471,0.301739865,0.266720043,-0.000235009,-0.000100979,-0.003574231,5.15E-06,0.000811288,0.000385781,2.17E-06,-0.013362032,-0.00318017,-0.01143552,0.00673189,0.000563855,-0.005690284,-0.01102327,0.016981394,-0.192201513,-0.137161049,-0.112379281,-0.091211716,-0.065984297,-0.182859097,-0.170949239,-0.149390668,-0.485951557,-0.289827816,-0.144863514
3,2,1000,24,11,Skew,fitos,1,NA,0.193643391,0.192677025,0.122258958,0.507,0.065,0.035,0.006989772,0.009435073,0.095867328,0.05044478,0.168569722,0.073657245,0.065921044,0.369927716,0.259172525,0.510572746,0.325783471,0.301739865,0.266720043,-0.000235009,-0.000100979,-0.003574231,5.15E-06,0.000811288,0.000385781,2.17E-06,-0.013362032,-0.00318017,-0.01143552,0.00673189,0.000563855,-0.005690284,-0.011309656,0.017303717,-0.117495473,-0.080520342,-0.092485643,-0.062724423,-0.044084113,-0.154275111,-0.132682992,-0.11758116,-0.425488505,-0.229248953,-0.104166369